ax,ay,az,gx,gy,gz,label
7680,-2168,16460,-12471,-11072,-21094,correr
5944,6104,9560,-14710,-13396,-16637,correr
4236,-3076,15208,-19878,-5421,-10880,correr
7060,2636,15240,-15658,-11272,-17444,correr
8036,2184,15140,-10844,-4161,-16182,correr
7912,7472,14920,-3821,-8147,-22609,correr
4708,9708,11712,5944,-8587,-14770,correr
6456,4004,11524,4600,-5437,-14116,correr
7564,9564,4604,7472,-4156,-11562,correr
7924,7292,6568,3797,-6300,-10933,correr
9244,10320,7524,3057,-5769,-8129,correr
10512,14156,3176,-2884,-3348,-7854,correr
9440,12328,12892,-337,-5792,-9760,correr
6752,16408,7848,5504,-4959,-10408,correr
4900,11392,15408,3491,-6923,-6825,correr
3164,12592,5648,4875,-8244,-8567,correr
2520,16048,7932,2968,-4075,-1406,correr
1772,9808,4512,3183,-289,-2309,correr
4360,17192,3840,6764,1094,-2076,correr
5416,13900,6956,461,4107,4337,correr
7052,16296,4428,766,-1486,3284,correr
7500,14264,5172,-1482,317,977,correr
7424,12972,4916,-4490,7994,-7953,correr
3104,11640,13132,-6342,5746,-7699,correr
7468,17604,5832,-727,-206,-11186,correr
5708,11380,7856,3313,2810,-4147,correr
4000,8568,7308,130,-854,-2167,correr
2640,9636,2520,519,628,-260,correr
1988,11164,5568,4142,4082,-2421,correr
168,13372,9056,2340,11176,-217,correr
-1296,20124,10768,-4661,9736,3280,correr
-3632,18576,8480,-2899,17785,5165,correr
-836,24400,17548,7943,15840,1897,correr
-628,15852,9668,-4410,6301,13006,correr
-412,9752,1720,1055,7236,5128,correr
3776,15748,6416,2701,7848,8245,correr
3192,5692,1636,-5749,742,12695,correr
3316,6732,-824,-898,-1168,7389,correr
3636,4212,-1688,-6671,3662,6961,correr
4464,15264,4968,-12524,7500,-1037,correr
1400,6240,2224,-335,-4369,-6144,correr
892,23680,25808,-432,3548,-9444,correr
520,14112,20872,-3275,-6573,577,correr
652,9924,13296,6680,-13862,-5438,correr
-792,12184,2884,8900,-5174,-1244,correr
816,11360,6884,3136,-3820,1169,correr
2908,17032,6692,5020,-2647,1816,correr
2332,13664,10588,9044,-5182,-1923,correr
2144,18372,3888,3351,-1134,2440,correr
1548,21068,4908,615,9627,4835,correr
5552,18996,16624,-2533,9476,6028,correr
5096,16860,15856,3455,-4674,1659,correr
2548,13564,8388,4218,-9664,-1867,correr
4496,12816,5660,2580,-6044,767,correr
4368,12424,2288,4739,-8914,-1803,correr
4668,11316,2264,1377,-1723,411,correr
4332,7900,2100,350,-10641,-5297,correr
2700,15260,1232,-4916,-6630,-2849,correr
3672,11252,2960,-363,-9530,-8409,correr
4940,15064,-12,-5141,-5797,-1957,correr
5540,14348,1468,-5067,-5615,165,correr
5820,15580,4364,-6659,-1449,411,correr
7184,25412,9824,-5495,-2914,-3961,correr
3384,9680,6972,-5714,-3272,-702,correr
4584,13792,6816,-3705,-6246,-7434,correr
3816,10888,5860,-6336,-4157,-4916,correr
2412,9920,7212,-5377,-5586,-8339,correr
608,10900,3680,-9158,-3469,-11470,correr
56,17684,9468,-10572,-666,-13475,correr
44,22152,4852,-4358,3532,-2293,correr
-1488,21624,12576,-2174,8591,2736,correr
-1952,18116,15636,1592,6460,3824,correr
-2592,15332,10508,3893,2427,6160,correr
-4648,10324,6580,5082,3230,5725,correr
-2460,11320,7724,4006,7134,7671,correr
20,11988,7896,3513,5585,5981,correr
-220,11776,5496,3217,5856,4257,correr
480,11984,4380,860,5853,3924,correr
1728,13508,3432,-1371,6316,6005,correr
608,13808,7264,-1649,5260,3843,correr
128,19108,8584,-1348,1717,6515,correr
-904,17572,9932,272,9481,5033,correr
-3256,14328,12536,621,10569,7209,correr
-3012,17688,8060,2460,12397,8626,correr
-2016,13500,6636,4121,17454,12883,correr
-316,11428,7212,5384,19360,12703,correr
1984,14260,10660,5110,20283,12493,correr
2212,19784,9352,8000,21957,9899,correr
296,15980,10616,7284,20759,10332,correr
-596,13152,5632,9816,17551,6846,correr
-2456,14108,10708,7329,18981,6010,correr
3236,12680,4060,4320,18834,6954,correr
3568,12116,4880,1490,18503,6488,correr
2448,14196,2368,1809,13612,5286,correr
1052,17200,552,3741,13210,3637,correr
1252,16744,2332,4145,13302,2998,correr
2820,15340,3348,1210,14718,3539,correr
6464,16460,9348,2137,13113,1289,correr
6520,17664,8688,3070,8185,2276,correr
4096,9412,4972,3537,4789,2452,correr
4964,13384,5816,1113,5980,-586,correr
5832,14604,7444,1242,3377,1005,correr
6336,13224,6768,-28,799,75,correr
5648,12992,4452,1849,-3280,-2632,correr
3656,15936,-456,2003,-4667,-4081,correr
2104,17076,1028,-1063,-2065,-426,correr
-1124,16348,224,-6127,11361,-10387,correr
-4516,18596,5864,-5822,6155,-7589,correr
-1520,19852,7600,-9462,10497,5506,correr
-2336,13780,13316,8208,3249,-6186,correr
-5352,11852,2652,2365,3125,932,correr
-4244,12816,176,-2128,8244,3007,correr
-1560,8296,3472,-1701,8956,4713,correr
124,16204,3756,780,7007,826,correr
260,14600,3576,1124,6054,3292,correr
-600,13952,2856,-3009,6226,4594,correr
-940,18116,3788,-2280,3311,1343,correr
-860,23504,5620,-1551,2668,714,correr
-2216,17896,5164,-1019,2566,2908,correr
-676,24848,5584,1491,3554,947,correr
-2688,9492,6112,4520,8431,3841,correr
-596,12064,5936,4975,4511,-907,correr
824,15476,7084,983,6082,908,correr
1912,13364,6772,716,3973,3987,correr
2780,12016,3656,1356,896,2844,correr
2632,13636,1944,1143,-1051,2500,correr
2164,14304,384,1898,-1470,2489,correr
2264,14844,1492,1923,-968,451,correr
1944,20736,3180,1221,-354,560,correr
1432,16716,3560,174,261,2391,correr
1648,14544,5512,-2965,-3052,-4204,correr
2272,24164,7380,941,-4749,-716,correr
204,12472,6424,984,-5457,317,correr
36,14796,2552,-1124,-1567,1199,correr
1012,12824,572,-3222,3179,2201,correr
1516,14200,436,-2883,2772,3268,correr
2244,14568,1848,-1829,741,1910,correr
2748,15804,820,708,-2249,1179,correr
3976,16104,668,65,-3243,3115,correr
3832,18356,2080,591,-1464,2066,correr
4188,19832,4564,-1155,-1177,2825,correr
4164,21304,6116,-277,-2643,203,correr
4732,11716,7140,2317,-5257,1272,correr
4748,12164,6712,47,-6529,-2328,correr
4468,13976,3908,24,-6243,-2961,correr
3580,16300,1148,-1309,-3151,-259,correr
2816,11460,1960,-130,-3685,-369,correr
3308,11336,452,465,-4397,-1649,correr
3396,13256,-252,393,-3024,-1171,correr
3568,15336,444,225,-931,-2800,correr
2960,22404,-60,1447,0,-4044,correr
2528,22372,2556,-1940,6188,-1151,correr
3908,27432,2652,1545,4550,1470,correr
-184,11636,6720,2221,3940,4186,correr
-356,12324,928,1768,4181,2168,correr
236,10420,2816,680,7092,2263,correr
1692,10464,1640,-637,7111,2262,correr
3240,11544,2304,-731,4861,662,correr
4420,14652,-32,-1664,3460,1067,correr
5976,17628,336,-2199,697,-88,correr
6600,21824,5108,-2,-2018,226,correr
7112,17460,6684,-4163,-2346,-236,correr
8168,20944,7088,-3812,-5049,-255,correr
6704,9332,8388,-3269,-9255,-1604,correr
6296,13684,4572,-3200,-11679,-5033,correr
5584,13612,3972,-4778,-10159,-4153,correr
4556,13912,5428,-3167,-10008,-2533,correr
4088,12496,4748,-1619,-12152,-4551,correr
3912,13048,4000,-1257,-11229,-4056,correr
3568,14152,4052,-904,-10524,-6977,correr
4960,22984,6396,-513,-9096,-6762,correr
6360,21600,15376,-1792,-11492,-3845,correr
2808,10620,10364,-2284,-15425,-1059,correr
1468,7568,10984,-2992,-22473,-7969,correr
1972,13556,10296,-6327,-25453,-9672,correr
2560,17376,9744,-8356,-26259,-6684,correr
1820,14000,9848,-6739,-29044,-4548,correr
84,13676,6108,-7494,-28523,-2567,correr
2032,13052,9396,-10147,-25570,-2613,correr
4116,15436,11220,-9211,-27720,-7550,correr
4412,15632,7908,-8350,-24768,-7086,correr
4268,14676,6524,-7715,-21765,-7683,correr
3712,14912,6200,-7226,-17779,-8791,correr
2576,14612,3204,-4509,-15566,-6285,correr
2308,12336,2364,-2889,-14213,-6049,correr
4604,13672,-572,-3665,-9321,-1759,correr
6056,14304,2484,-862,-8913,-2216,correr
6692,12640,5644,-945,-3305,-3587,correr
4480,21824,5504,-4195,-2694,-7676,correr
3468,19688,5896,-1882,-1691,-4239,correr
1428,16600,2816,-2786,2251,-3502,correr
1160,14280,5984,-3459,-82,-3268,correr
3436,14564,11268,-3399,4391,988,correr
1512,16944,8760,816,3308,3623,correr
728,12400,2568,1854,4431,2749,correr
1364,13824,1800,3065,3492,1007,correr
3220,14196,3208,1674,3531,2575,correr
1636,12884,3664,-1881,5002,3571,correr
3496,18244,2796,-3919,874,-1480,correr
4420,17232,8636,-7965,-721,3679,correr
3900,17376,8028,-9265,2200,3632,correr
4976,13308,13204,1732,-3124,-2592,correr
4060,12156,8580,-2269,-1254,359,correr
12436,-2716,28276,5165,-1744,-4248,correr
5164,16620,8688,-138,1132,-3065,correr
2748,10784,8016,7506,416,-741,correr
2480,14208,2524,8170,-1386,-2246,correr
2396,13156,1264,6812,5358,1777,correr
3612,13904,3064,6055,4835,1079,correr
4804,16076,3024,5089,4709,-1682,correr
1956,22000,4588,4832,3626,-2645,correr
2852,21004,1844,9136,5297,-1878,correr
1896,19380,5112,4274,8442,-1702,correr
5304,21840,7728,4610,5444,62,correr
1784,12956,9848,3508,-1942,-264,correr
-1692,11428,4160,404,-3585,-4234,correr
-1912,10772,-1272,-977,-838,142,correr
-944,13296,-2784,-2300,3525,2277,correr
1416,17324,-1324,-2628,6352,5877,correr
3816,13092,-600,-1785,4077,3421,correr
2648,14904,-3332,-1209,1104,3314,correr
3784,12716,-460,-839,-1525,142,correr
5772,15584,-5344,1339,-3873,-1460,correr
3528,16628,3792,-6152,-4483,521,correr
4252,24924,7860,-4038,-4989,-3139,correr
1464,16144,5048,-1296,-3999,-1156,correr
1852,12008,6768,-1465,-4560,-5302,correr
1448,13584,1388,54,-4434,-4129,correr
1364,9008,1092,-2009,-2030,-5910,correr
-508,7524,428,-5670,-1370,-11146,correr
-612,18624,820,-6422,-3076,-8455,correr
-752,15636,3756,-4131,-29,-6828,correr
-1120,19936,4764,-5736,476,-5931,correr
-3820,19972,6276,-4763,3956,-4510,correr
-4372,22020,6956,-2946,6063,-2726,correr
-3780,17240,15888,-2723,5385,-1914,correr
-3544,19388,6832,2089,1610,-532,correr
-4624,12692,7564,5923,253,-2346,correr
-4460,17320,3444,5330,-174,-593,correr
-3600,13004,4488,345,1709,1921,correr
-2768,13096,3836,366,2115,4004,correr
-1632,11340,3360,-1882,508,3313,correr
-1448,15616,3472,-2704,-1083,1598,correr
-1112,15408,6240,-3055,-2610,1647,correr
-948,13628,5728,-3368,-5273,3895,correr
-1312,10056,4472,-4514,-4700,1395,correr
-1960,14204,3592,-4714,-5284,-1407,correr
-3480,19444,10096,-2239,-3677,-5905,correr
-1972,17928,8176,-3887,-3547,1673,correr
-2760,3540,7216,-5660,-3761,-1193,correr
-1584,13236,6236,-2576,-5495,-6232,correr
-436,13084,10068,-1815,-12,-4822,correr
-592,14320,10896,-3343,-1783,-3620,correr
-2500,13464,8428,-737,-114,-2217,correr
-3492,14128,6308,1140,2425,-847,correr
-3536,16124,8948,3877,2485,-1928,correr
-5812,16220,9468,3857,3525,-2322,correr
-5968,19280,16800,2211,2324,-2890,correr
-3116,12396,7608,-4101,2124,4243,correr
-6464,9356,3076,8044,-1581,-1003,correr
-6280,12976,6512,5788,2266,4275,correr
-4472,12112,6296,4656,1867,8045,correr
-4236,8144,1476,-2632,7494,9378,correr
-2088,11204,4852,1201,4109,3111,correr
-1036,13112,3924,-826,1323,4394,correr
-1320,14908,4544,-1639,3583,1882,correr
-2732,22728,4448,182,1553,2622,correr
-3852,20720,5876,-883,5083,8087,correr
-3692,16332,7332,1312,6259,9224,correr
-3456,12440,8204,3274,8013,6225,correr
-2168,16816,5580,682,10253,7650,correr
-2000,12120,5180,519,13225,7619,correr
-2396,12128,2184,2474,15736,3834,correr
-2864,14664,1448,2443,19177,3922,correr
-4776,15560,5120,2753,26223,-913,correr
-6108,25272,13276,-175,28056,2645,correr
-5540,11628,9964,-1290,28666,6091,correr
-904,10756,6144,1805,20711,1923,correr
1436,16564,2716,1219,19491,4718,correr
1464,14412,4196,1350,16537,5709,correr
-1816,14060,844,4297,10716,4318,correr
-4696,11512,956,6370,10360,102,correr
-3536,16588,-1268,2769,11214,-154,correr
-196,19664,-796,217,11723,2924,correr
1048,19176,-156,-1286,11311,3844,correr
2576,21596,2196,1790,7716,3080,correr
2288,18236,1800,1318,6040,5841,correr
2580,11852,1752,1071,4643,5951,correr
3224,13848,568,218,4186,2598,correr
3604,18876,1016,36,4748,2648,correr
2472,17272,1280,-111,5971,6293,correr
2272,16160,-1356,209,7263,9208,correr
2756,11276,480,625,7639,6546,correr
3220,13468,-1392,451,8100,2713,correr
4872,11512,1708,-2469,7110,2371,correr
5300,13976,1228,-2351,2713,-6090,correr
5600,25096,-1164,-4127,4010,-3403,correr
2980,20328,1676,-2086,2584,-6999,correr
4372,29716,5572,-6251,9404,-1094,correr
1404,10980,6216,4193,-361,-4907,correr
-2608,15364,-2504,1784,4157,-2301,correr
-3708,13132,716,3891,8789,-1195,correr
-1980,14604,2868,3186,10582,-133,correr
-484,17936,308,3917,10450,306,correr
1024,11752,2900,2781,11313,2162,correr
2284,14568,712,2294,9068,475,correr
2996,15300,1772,183,9489,3100,correr
3952,16152,3876,-2688,8716,3893,correr
4404,18648,6592,-3515,6050,4194,correr
4944,20052,10516,-3466,-1125,-758,correr
2384,20108,4676,-1887,-1490,4493,correr
260,13316,1440,522,-4706,525,correr
140,15504,-932,543,-1642,9,correr
1820,13572,1044,307,570,1383,correr
3476,15228,1928,841,-1467,-1677,correr
3352,16232,328,2339,-2499,-832,correr
2964,14144,-472,2633,-1700,-481,correr
3336,12848,-376,609,-473,-839,correr
2784,15040,1080,-391,-908,-4153,correr
1800,21872,352,-287,-409,-5316,correr
-24,16372,1732,-3000,2463,-2434,correr
1396,23856,-588,-1602,1940,-5400,correr
1696,15984,5424,3348,-3202,-2342,correr
-464,13328,3428,2909,-2954,-1728,correr
-480,13368,2444,1149,723,422,correr
-4,13236,1512,-1149,2414,1308,correr
1008,14040,1784,-1860,1949,1156,correr
892,14908,1208,-2147,-233,828,correr
1464,17204,-2112,-920,-1276,1374,correr
1692,17272,-700,-185,-1507,1198,correr
3056,22164,-316,-1118,-288,3660,correr
3352,17692,3324,-2257,-2264,4757,correr
5168,23644,4500,-1167,-5236,970,correr
3840,12768,5448,-81,-6807,2874,correr
3156,13216,2184,894,-10281,-739,correr
3172,14176,104,-134,-8528,-1533,correr
4016,14748,-728,51,-7243,846,correr
3580,11732,-884,287,-7445,-637,correr
3964,17224,-1864,1653,-7879,-504,correr
3376,15452,-1540,3450,-7748,-603,correr
1760,16484,-3264,2656,-4688,-329,correr
440,17168,-1924,690,296,1056,correr
-2188,18756,-5636,-1260,7162,3224,correr
1356,17392,8128,-4624,10563,1656,correr
-560,20268,1780,-92,1506,-2904,correr
-2364,18624,-124,1162,4387,-1490,correr
-1288,15016,3460,966,9101,722,correr
1216,10636,6316,-285,8005,215,correr
2432,11076,4256,-663,3784,-2483,correr
4408,12892,2004,-2787,2298,-2488,correr
6324,19292,-4044,-1820,2092,-351,correr
7048,17444,-3516,-1611,1797,2188,correr
7528,19252,-1680,-1570,-47,2675,correr
5248,18620,1440,-2661,-1851,3398,correr
6376,21820,5028,-3366,-4927,511,correr
4544,12680,6628,-1989,-8081,1041,correr
4556,11972,4132,-1449,-11630,-4127,correr
3004,13852,1792,-3490,-10114,-3714,correr
2776,14936,516,-2974,-8222,-2113,correr
3036,13780,1216,-1153,-7442,-2641,correr
2360,17144,300,-395,-5587,-3003,correr
3464,14692,1108,236,-5542,-2901,correr
3552,17316,-444,84,-2026,-2304,correr
4420,17868,3152,-1032,-1023,-2183,correr
7340,23392,7736,-721,-5904,-854,correr
4544,13308,7684,-329,-12595,3088,correr
3472,8204,10160,-1763,-19155,-2000,correr
2240,14260,7460,-5857,-22448,-6466,correr
3268,20940,5280,-7209,-21863,-2473,correr
1872,10552,7824,-6499,-25410,-2458,correr
1044,13756,4852,-7916,-27109,-2379,correr
1064,14848,5388,-8789,-26205,-1769,correr
3496,16268,10028,-8936,-27148,-2856,correr
4200,15348,9384,-8004,-26102,-4176,correr
3364,14396,6988,-5991,-24589,-5936,correr
2332,15688,4884,-4556,-21038,-7782,correr
2332,16948,3140,-3084,-17062,-5469,correr
2480,15428,3232,-2129,-14301,-4113,correr
2352,14280,648,-402,-12917,-3619,correr
3388,13928,2240,-26,-11438,-4850,correr
3600,15668,1084,601,-9514,-5435,correr
3484,15736,-372,-113,-7473,-3298,correr
2744,16520,-468,-400,-5590,-4513,correr
1988,20424,616,-1665,-824,-3547,correr
2100,20856,3056,-1106,-2717,-553,correr
84,14100,2380,1117,-1605,353,correr
-1888,13460,2936,1648,-3319,-2235,correr
-2288,14392,804,1167,-1355,-1899,correr
-1356,13584,724,597,490,-2263,correr
344,14812,612,92,1684,-1717,correr
1308,15948,-424,-96,3355,-60,correr
2304,16228,-124,-486,3163,1715,correr
2264,16604,-412,-497,1406,2092,correr
2156,20004,-1088,-242,-411,1157,correr
-44,20812,7420,-1322,405,2725,correr
3564,22304,3500,348,-489,496,correr
2368,14376,4988,1242,-1943,1870,correr
2688,13060,3684,-365,-632,1050,correr
2664,13036,3172,-541,-1266,-594,correr
3012,15920,3528,-1625,-809,-129,correr
1720,14204,1536,-593,-1507,-26,correr
1136,12256,-344,343,-822,-1549,correr
1928,13656,-904,786,193,-2890,correr
3632,16444,-332,615,1947,-2644,correr
3980,16764,184,576,2627,-2147,correr
2948,19996,1016,-642,3700,-1470,correr
1080,17548,216,-1761,4169,-1162,correr
2144,26188,4992,-934,4199,-3240,correr
692,17788,4096,2986,-457,2713,correr
-1388,11424,4576,1048,743,2012,correr
-2628,14356,3164,635,1372,1245,correr
-936,14568,-692,444,2393,849,correr
-300,13180,-1500,1626,2591,610,correr
924,14232,-1444,1050,3811,950,correr
2048,15360,40,59,3329,2246,correr
2924,16100,328,17,386,2506,correr
2396,16256,-876,157,-1987,1895,correr
1436,19808,-1220,-1057,-1948,1880,correr
1996,25164,4100,18,-1274,-1364,correr
2628,17840,1884,-1546,145,3811,correr
2160,9408,1048,-17,-2188,171,correr
3728,12540,-496,-841,-935,-812,correr
3780,15300,2016,-2122,-297,-328,correr
3104,14848,1356,-887,-2467,-147,correr
3296,15464,-960,595,-3065,-420,correr
3112,14884,-2896,977,-1501,-820,correr
3140,15564,-1776,871,-195,-172,correr
2260,16264,-1024,-61,-318,-1843,correr
3076,20984,-1048,-3395,689,-2862,correr
4108,20104,6908,-658,1996,874,correr
1264,14952,3840,1309,-753,1257,correr
-2832,10280,5436,-1243,-925,-1662,correr
-1288,18200,-1740,-1187,-2027,-4524,correr
1516,15752,-2916,-624,821,-2259,correr
3960,12868,2856,-857,1658,-60,correr
2232,16932,-976,1256,-998,-1261,correr
192,17560,-496,2845,-1079,447,correr
-700,16400,-1080,2603,-1219,402,correr
-88,15040,6672,389,-2746,-2468,correr
2636,24660,868,126,-7269,-5620,correr
3984,13936,212,-3608,-1329,3503,correr
4260,9240,3136,-953,-4050,-497,correr
3764,12868,240,-2908,-5944,-2475,correr
3416,20116,2504,-5185,-2567,-1203,correr
1504,17432,800,-4634,-3092,3052,correr
1524,11296,-824,-758,-3420,-870,correr
2548,13756,260,-345,-3688,-3691,correr
3660,18344,356,963,-3641,-5216,correr
1896,22996,-156,133,30,-2399,correr
-1268,19008,288,-2239,3389,-2554,correr
-548,22904,4700,379,513,-2710,correr
-2296,14132,3948,2629,-58,1653,correr
-4632,10104,3204,747,-1558,-1191,correr
-3772,15480,4084,-1346,326,-201,correr
-1292,14664,1000,-1694,633,108,correr
-972,15792,-2488,-977,1888,416,correr
-1728,14556,-1552,-1089,4227,1101,correr
-1812,18156,-1964,-581,5809,1253,correr
-2104,17084,2568,21,5334,3056,correr
-1648,14596,4028,-94,6004,2783,correr
-1764,15684,6184,-600,3272,-390,correr
-1532,21916,1652,-394,1729,688,correr
-3880,12680,1604,-617,5897,149,correr
-5832,16620,1436,-2516,10740,-124,correr
-4128,15228,2804,-2665,15780,2035,correr
-3020,13696,2268,-1990,18392,1983,correr
-1872,13256,3672,-2509,21187,618,correr
-1700,17364,4952,-1687,22563,1622,correr
-3020,17108,5620,-2088,25738,296,correr
-3460,19252,7124,-2766,25318,85,correr
-2612,18956,5924,-3578,22375,1402,correr
-2472,11892,5380,-1494,20272,1091,correr
-2452,13596,3048,-2226,18604,1204,correr
-4720,16276,704,-3554,18669,3621,correr
-5880,17784,-2252,-1369,19347,3568,correr
-3028,15604,668,908,19544,4206,correr
-1084,14960,2384,360,16771,4206,correr
-2124,14432,928,-604,13024,4395,correr
-3968,15352,-2120,-334,10379,2228,correr
-2816,18608,-1844,1433,10650,1929,correr
28,20432,-984,2044,8302,1864,correr
332,16296,-304,2393,9476,3130,correr
608,14812,-420,1691,9477,2910,correr
2604,12860,1684,-816,8853,3408,correr
5344,13212,4224,-3476,5531,1980,correr
6752,15964,2884,-4633,827,711,correr
4392,16092,1008,-4434,-285,2189,correr
2308,14392,-3540,-3370,-1828,819,correr
1676,16856,-4716,-2155,-53,-583,correr
2404,17424,-2736,-66,1194,-876,correr
2308,17792,-344,1140,1687,-918,correr
1328,17968,-100,-43,3826,-931,correr
200,19080,4044,-3520,5536,-3092,correr
-1348,21772,1952,-1204,5601,-1823,correr
-828,15380,4432,1310,4783,-822,correr
-2448,15648,2068,-961,6722,2981,correr
-3544,10400,5332,-1256,7850,2934,correr
-1484,14464,1188,-933,7083,119,correr
-80,13388,56,-241,6634,732,correr
1044,14172,-1108,-592,7186,1877,correr
1820,16380,112,-917,7220,4248,correr
820,16004,-192,-519,5508,5490,correr
624,18632,844,-618,4786,3921,correr
1272,22444,1468,-2022,4852,5433,correr
1012,20984,7360,-893,2827,903,correr
2304,17620,5584,-2591,3728,3742,correr
1896,9428,5992,-92,3029,705,correr
2956,13524,4392,2160,600,-2619,correr
3296,15132,1432,-1999,9156,379,correr
4052,12984,7664,1976,1885,972,correr
3620,14720,1696,-582,132,1882,correr
3348,14432,400,-640,-129,1681,correr
3276,13728,124,654,-1077,245,correr
3736,14780,336,-892,-59,-635,correr
4004,15756,204,-562,504,-1336,correr
3548,17108,816,702,877,-5162,correr
3132,19280,1104,-1031,3629,-1278,correr
2432,17492,1764,-4436,4083,-3472,correr
2652,18716,7192,-2227,921,-3256,correr
2628,17240,10144,-196,-2728,-2903,correr
1132,14792,4292,-140,-2147,66,correr
472,12568,5252,143,-451,1675,correr
572,12768,4312,-1312,144,1721,correr
1016,14700,2084,-1386,-765,1409,correr
808,16244,64,-592,-1277,1951,correr
2276,17044,-1196,17,-1198,4686,correr
3412,16704,1888,2671,-1854,1212,correr
4328,17296,3252,2626,-2734,1897,correr
5084,19088,3300,1942,-5597,646,correr
6472,18152,5756,2442,-5607,-1369,correr
5684,9960,6140,-1705,-5110,-1691,correr
4908,13516,5016,-433,-11296,-6480,correr
4452,16816,3464,-4901,-6239,-1838,correr
2548,14360,892,-3966,-4543,-340,correr
1852,9208,-1268,-3418,-3590,-1150,correr
